strain,country
EPI_ISL_651847,Scotland
EPI_ISL_648201,Europe / Sweden
EPI_ISL_828780,Europe / Iceland
EPI_ISL_639118,Wales
EPI_ISL_1055143,Republic of Ireland
EPI_ISL_827503,Europe / Iceland
EPI_ISL_827518,Europe / Iceland
EPI_ISL_649666,Scotland
EPI_ISL_710545,Europe / Italy
EPI_ISL_827519,Europe / Iceland
EPI_ISL_827520,Europe / Iceland
EPI_ISL_649646,Scotland
EPI_ISL_639487,Wales
EPI_ISL_639357,Wales
EPI_ISL_639354,Wales
EPI_ISL_827417,Europe / Iceland
EPI_ISL_652606,Wales
EPI_ISL_3138671,Europe / Belgium
EPI_ISL_639043,Wales
EPI_ISL_649709,Scotland
EPI_ISL_740468,Europe / Luxembourg
EPI_ISL_649682,Scotland
EPI_ISL_717992,Europe / Belgium
EPI_ISL_613703,Europe / Gibraltar
EPI_ISL_613667,Europe / Gibraltar
EPI_ISL_931273,Europe / Switzerland
EPI_ISL_710544,Europe / Italy
EPI_ISL_931257,Europe / Switzerland
EPI_ISL_931258,Europe / Switzerland
EPI_ISL_654344,Europe / Spain
EPI_ISL_825343,Europe / Spain
EPI_ISL_931226,Europe / Switzerland
EPI_ISL_931225,Europe / Switzerland
EPI_ISL_827850,Europe / Iceland
EPI_ISL_3357808,Europe / France
EPI_ISL_649723,Scotland
EPI_ISL_639519,Wales
EPI_ISL_827691,Europe / Iceland
EPI_ISL_613648,Europe / Gibraltar
EPI_ISL_827225,Europe / Iceland
EPI_ISL_628298,Wales
EPI_ISL_649760,Scotland
EPI_ISL_860769,Europe / Switzerland
EPI_ISL_860771,Europe / Switzerland
EPI_ISL_860768,Europe / Switzerland
EPI_ISL_649767,Scotland
EPI_ISL_827222,Europe / Iceland
EPI_ISL_826917,Europe / Iceland
EPI_ISL_671836,Europe / Spain
EPI_ISL_3664343,Europe / Italy
EPI_ISL_652444,Wales
EPI_ISL_639028,Wales
EPI_ISL_649685,Scotland
EPI_ISL_639114,Wales
EPI_ISL_649735,Scotland
EPI_ISL_639098,Wales
EPI_ISL_649745,Scotland
EPI_ISL_732786,Europe / Spain
EPI_ISL_827219,Europe / Iceland
EPI_ISL_654381,Europe / Spain
EPI_ISL_3357805,Europe / France
EPI_ISL_613672,Europe / Gibraltar
EPI_ISL_613677,Europe / Gibraltar
EPI_ISL_652012,Scotland
EPI_ISL_613666,Europe / Gibraltar
EPI_ISL_613702,Europe / Gibraltar
EPI_ISL_613697,Europe / Gibraltar
EPI_ISL_7210794,Europe / Cyprus
EPI_ISL_613682,Europe / Gibraltar
EPI_ISL_613659,Europe / Gibraltar
EPI_ISL_613680,Europe / Gibraltar
EPI_ISL_652001,Scotland
EPI_ISL_666878,Europe / Belgium
EPI_ISL_639411,Wales
EPI_ISL_613705,Europe / Gibraltar
EPI_ISL_829003,Europe / Iceland
EPI_ISL_613665,Europe / Gibraltar
EPI_ISL_639312,Wales
EPI_ISL_827847,Europe / Iceland
EPI_ISL_827224,Europe / Iceland
EPI_ISL_639069,Wales
EPI_ISL_827218,Europe / Iceland
EPI_ISL_639128,Wales
EPI_ISL_827521,Europe / Iceland
EPI_ISL_827223,Europe / Iceland
EPI_ISL_829005,Europe / Iceland
EPI_ISL_827221,Europe / Iceland
EPI_ISL_649752,Scotland
EPI_ISL_639230,Wales
EPI_ISL_639224,Wales
EPI_ISL_613657,Europe / Gibraltar
EPI_ISL_828757,Europe / Iceland
EPI_ISL_651839,Scotland
EPI_ISL_613671,Europe / Gibraltar
EPI_ISL_649641,Scotland
EPI_ISL_649636,Scotland
EPI_ISL_649644,Scotland
EPI_ISL_613679,Europe / Gibraltar
EPI_ISL_649642,Scotland
EPI_ISL_613675,Europe / Gibraltar
EPI_ISL_649637,Scotland
EPI_ISL_829004,Europe / Iceland
EPI_ISL_649665,Scotland
EPI_ISL_613701,Europe / Gibraltar
EPI_ISL_649662,Scotland
EPI_ISL_613670,Europe / Gibraltar
EPI_ISL_649654,Scotland
EPI_ISL_828754,Europe / Iceland
EPI_ISL_649658,Scotland
EPI_ISL_649653,Scotland
EPI_ISL_649655,Scotland
EPI_ISL_649748,Scotland
EPI_ISL_827220,Europe / Iceland
EPI_ISL_827209,Europe / Iceland
EPI_ISL_639015,Wales
EPI_ISL_825340,Europe / Spain
EPI_ISL_825341,Europe / Spain
EPI_ISL_652503,Wales
EPI_ISL_654596,Europe / Spain
EPI_ISL_825342,Europe / Spain
EPI_ISL_2596367,Europe / France
EPI_ISL_639042,Wales
EPI_ISL_654347,Europe / Spain
EPI_ISL_613699,Europe / Gibraltar
EPI_ISL_613640,Europe / Gibraltar
EPI_ISL_613654,Europe / Gibraltar
EPI_ISL_654378,Europe / Spain
EPI_ISL_613652,Europe / Gibraltar
EPI_ISL_3357772,Europe / France
EPI_ISL_613646,Europe / Gibraltar
EPI_ISL_613656,Europe / Gibraltar
EPI_ISL_931245,Europe / Switzerland
EPI_ISL_613664,Europe / Gibraltar
EPI_ISL_613645,Europe / Gibraltar
EPI_ISL_827849,Europe / Iceland
EPI_ISL_721817,Europe / Switzerland
EPI_ISL_613638,Europe / Gibraltar
EPI_ISL_654373,Europe / Spain
EPI_ISL_639132,Wales
EPI_ISL_654377,Europe / Spain
EPI_ISL_654375,Europe / Spain
EPI_ISL_654372,Europe / Spain
EPI_ISL_654376,Europe / Spain
EPI_ISL_827502,Europe / Iceland
EPI_ISL_654379,Europe / Spain
EPI_ISL_827501,Europe / Iceland
EPI_ISL_613678,Europe / Gibraltar
EPI_ISL_654374,Europe / Spain
EPI_ISL_827497,Europe / Iceland
EPI_ISL_613673,Europe / Gibraltar
EPI_ISL_613674,Europe / Gibraltar
EPI_ISL_639033,Wales
EPI_ISL_613700,Europe / Gibraltar
EPI_ISL_654382,Europe / Spain
EPI_ISL_613676,Europe / Gibraltar
EPI_ISL_654380,Europe / Spain
EPI_ISL_654383,Europe / Spain
EPI_ISL_613689,Europe / Gibraltar
EPI_ISL_827866,Europe / Iceland
EPI_ISL_639142,Wales
EPI_ISL_639020,Wales
EPI_ISL_639019,Wales
EPI_ISL_639070,Wales
EPI_ISL_639038,Wales
EPI_ISL_654569,Europe / Spain
EPI_ISL_639138,Wales
EPI_ISL_2595780,Europe / France
EPI_ISL_654352,Europe / Spain
EPI_ISL_649720,Scotland
EPI_ISL_742306,Wales
EPI_ISL_680514,Scotland
EPI_ISL_649649,Scotland
EPI_ISL_804565,Europe / France
EPI_ISL_647899,Wales
EPI_ISL_639286,Wales
EPI_ISL_649702,Scotland
EPI_ISL_647882,Wales
EPI_ISL_639257,Wales
EPI_ISL_740329,Europe / Luxembourg
EPI_ISL_649659,Scotland
EPI_ISL_649686,Scotland
EPI_ISL_647877,Wales
EPI_ISL_639298,Wales
EPI_ISL_644014,Scotland
EPI_ISL_639192,Wales
EPI_ISL_647879,Wales
EPI_ISL_639194,Wales
EPI_ISL_639287,Wales
EPI_ISL_649713,Scotland
EPI_ISL_639336,Wales
EPI_ISL_649718,Scotland
EPI_ISL_639364,Wales
EPI_ISL_639350,Wales
EPI_ISL_1498184,Europe / Netherlands
EPI_ISL_1498185,Europe / Netherlands
EPI_ISL_830452,Europe / Iceland
EPI_ISL_647883,Wales
EPI_ISL_647884,Wales
EPI_ISL_647873,Wales
EPI_ISL_649643,Scotland
EPI_ISL_647885,Wales
EPI_ISL_647888,Wales
EPI_ISL_639210,Wales
EPI_ISL_744744,Europe / Luxembourg
EPI_ISL_639343,Wales
EPI_ISL_827015,Europe / Iceland
EPI_ISL_649670,Scotland
EPI_ISL_644019,Scotland
EPI_ISL_830457,Europe / Iceland
EPI_ISL_828137,Europe / Iceland
EPI_ISL_644038,Scotland
EPI_ISL_829776,Europe / Iceland
EPI_ISL_639159,Wales
EPI_ISL_829271,Europe / Iceland
EPI_ISL_639279,Wales
EPI_ISL_652423,Wales
EPI_ISL_829593,Europe / Iceland
EPI_ISL_652546,Wales
EPI_ISL_649738,Scotland
EPI_ISL_652536,Wales
EPI_ISL_652448,Wales
EPI_ISL_859801,Asia / United Arab Emirates
EPI_ISL_652447,Wales
EPI_ISL_652420,Wales
EPI_ISL_652543,Wales
EPI_ISL_652568,Wales
EPI_ISL_649714,Scotland
EPI_ISL_649736,Scotland
EPI_ISL_644026,Scotland
EPI_ISL_639389,Wales
EPI_ISL_639297,Wales
EPI_ISL_639380,Wales
EPI_ISL_639382,Wales
EPI_ISL_643995,Scotland
EPI_ISL_827226,Europe / Iceland
EPI_ISL_647914,Wales
EPI_ISL_830451,Europe / Iceland
EPI_ISL_639552,Wales
EPI_ISL_827498,Europe / Iceland
EPI_ISL_649657,Scotland
EPI_ISL_639295,Wales
EPI_ISL_830460,Europe / Iceland
EPI_ISL_639373,Wales
EPI_ISL_829287,Europe / Iceland
EPI_ISL_1014463,Europe / Netherlands
EPI_ISL_1014462,Europe / Netherlands
EPI_ISL_639102,Wales
EPI_ISL_721708,Europe / Switzerland
EPI_ISL_644035,Scotland
EPI_ISL_666355,Wales
EPI_ISL_666350,Wales
EPI_ISL_2333157,Europe / Norway
EPI_ISL_829608,Europe / Iceland
EPI_ISL_2655349,Europe / Spain
EPI_ISL_639137,Wales
EPI_ISL_644037,Scotland
EPI_ISL_721816,Europe / Switzerland
EPI_ISL_829244,Europe / Iceland
EPI_ISL_644018,Scotland
EPI_ISL_721900,Europe / Switzerland
EPI_ISL_644034,Scotland
EPI_ISL_639144,Wales
EPI_ISL_2655346,Europe / Spain
EPI_ISL_708155,Europe / Norway
EPI_ISL_708154,Europe / Norway
EPI_ISL_644027,Scotland
EPI_ISL_644048,Scotland
EPI_ISL_643994,Scotland
EPI_ISL_644045,Scotland
EPI_ISL_11207421,Oceania / Solomon Islands
EPI_ISL_830458,Europe / Iceland
EPI_ISL_644028,Scotland
EPI_ISL_744658,Europe / Luxembourg
EPI_ISL_830456,Europe / Iceland
EPI_ISL_632764,Europe / Netherlands
EPI_ISL_826803,Europe / Iceland
EPI_ISL_644049,Scotland
EPI_ISL_613655,Europe / Gibraltar
EPI_ISL_644020,Scotland
EPI_ISL_644025,Scotland
EPI_ISL_644021,Scotland
EPI_ISL_639113,Wales
EPI_ISL_829012,Europe / Iceland
EPI_ISL_644024,Scotland
EPI_ISL_721705,Europe / Switzerland
EPI_ISL_1014461,Europe / Netherlands
EPI_ISL_613958,Europe / Gibraltar
EPI_ISL_721704,Europe / Switzerland
EPI_ISL_639513,Wales
EPI_ISL_644017,Scotland
EPI_ISL_2458149,Europe / Spain
EPI_ISL_11119576,Europe / Netherlands
EPI_ISL_11119577,Europe / Netherlands
EPI_ISL_639320,Wales
EPI_ISL_721775,Europe / Switzerland
EPI_ISL_829219,Europe / Iceland
EPI_ISL_859807,Asia / United Arab Emirates
EPI_ISL_740192,Europe / Luxembourg
EPI_ISL_639245,Wales
EPI_ISL_829592,Europe / Iceland
EPI_ISL_613681,Europe / Gibraltar
EPI_ISL_1498181,Europe / Netherlands
EPI_ISL_1916150,Europe / Spain
EPI_ISL_613658,Europe / Gibraltar
EPI_ISL_639564,Wales
EPI_ISL_644011,Scotland
EPI_ISL_639061,Wales
EPI_ISL_2627475,Europe / Spain
EPI_ISL_652598,Wales
EPI_ISL_826799,Europe / Iceland
EPI_ISL_639145,Wales
EPI_ISL_826795,Europe / Iceland
EPI_ISL_826793,Europe / Iceland
EPI_ISL_829464,Europe / Iceland
EPI_ISL_652457,Wales
EPI_ISL_639074,Wales
EPI_ISL_652004,Scotland
EPI_ISL_639140,Wales
EPI_ISL_1916152,Europe / Spain
EPI_ISL_644010,Scotland
EPI_ISL_639068,Wales
EPI_ISL_1916151,Europe / Spain
EPI_ISL_639051,Wales
EPI_ISL_1916153,Europe / Spain
EPI_ISL_931229,Europe / Switzerland
EPI_ISL_652421,Wales
EPI_ISL_639044,Wales
EPI_ISL_649694,Scotland
EPI_ISL_652441,Wales
EPI_ISL_613651,Europe / Gibraltar
EPI_ISL_613647,Europe / Gibraltar
EPI_ISL_1014460,Europe / Netherlands
EPI_ISL_637870,Wales
EPI_ISL_7919130,Europe / Denmark
EPI_ISL_647920,Wales
EPI_ISL_775532,Europe / Sweden
EPI_ISL_1648010,Europe / Germany
EPI_ISL_652478,Wales
EPI_ISL_652003,Scotland
EPI_ISL_652010,Scotland
EPI_ISL_647918,Wales
EPI_ISL_613663,Europe / Gibraltar
EPI_ISL_1498195,Europe / Netherlands
EPI_ISL_1498196,Europe / Netherlands
EPI_ISL_11172666,Africa / Tunisia
EPI_ISL_652609,Wales
EPI_ISL_652555,Wales
EPI_ISL_1498200,Europe / Netherlands
EPI_ISL_652603,Wales
EPI_ISL_613639,Europe / Gibraltar
EPI_ISL_827500,Europe / Iceland
EPI_ISL_613661,Europe / Gibraltar
EPI_ISL_613704,Europe / Gibraltar
EPI_ISL_652476,Wales
EPI_ISL_651740,Scotland
EPI_ISL_647894,Wales
EPI_ISL_1055138,Republic of Ireland
EPI_ISL_649663,Scotland
EPI_ISL_7913697,Europe / Denmark
EPI_ISL_666352,Wales
EPI_ISL_652438,Wales
EPI_ISL_652458,Wales
EPI_ISL_652460,Wales
EPI_ISL_652011,Scotland
EPI_ISL_649691,Scotland
EPI_ISL_639237,Wales
EPI_ISL_639247,Wales
EPI_ISL_651535,Scotland
EPI_ISL_722561,Europe / Netherlands
EPI_ISL_829676,Europe / Iceland
EPI_ISL_1483319,Europe / Spain
EPI_ISL_828432,Europe / Iceland
EPI_ISL_860764,Europe / Switzerland
EPI_ISL_829864,Europe / Iceland
EPI_ISL_721752,Europe / Switzerland
EPI_ISL_825344,Europe / Spain
EPI_ISL_639299,Wales
EPI_ISL_651537,Scotland
EPI_ISL_666361,Wales
EPI_ISL_639309,Wales
EPI_ISL_722559,Europe / Netherlands
EPI_ISL_1055137,Republic of Ireland
EPI_ISL_931298,Europe / Switzerland
EPI_ISL_652019,Scotland
EPI_ISL_651534,Scotland
EPI_ISL_652014,Scotland
EPI_ISL_722876,Europe / Italy
EPI_ISL_722913,Europe / Italy
EPI_ISL_654371,Europe / Spain
EPI_ISL_639423,Wales
EPI_ISL_654350,Europe / Spain
EPI_ISL_1311752,Europe / Netherlands
EPI_ISL_651536,Scotland
EPI_ISL_639456,Wales
EPI_ISL_828430,Europe / Iceland
EPI_ISL_706669,Wales
EPI_ISL_652482,Wales
EPI_ISL_666318,Wales
EPI_ISL_639305,Wales
EPI_ISL_827868,Europe / Iceland
EPI_ISL_827865,Europe / Iceland
EPI_ISL_827870,Europe / Iceland
EPI_ISL_2450757,Europe / Italy
EPI_ISL_828431,Europe / Iceland
EPI_ISL_827543,Europe / Iceland
EPI_ISL_639361,Wales
EPI_ISL_639241,Wales
EPI_ISL_827541,Europe / Iceland
EPI_ISL_722905,Europe / Italy
EPI_ISL_654384,Europe / Spain
EPI_ISL_2450756,Europe / Italy
EPI_ISL_722901,Europe / Italy
EPI_ISL_830570,Europe / Iceland
EPI_ISL_639444,Wales
EPI_ISL_680513,Scotland
EPI_ISL_827542,Europe / Iceland
EPI_ISL_827859,Europe / Iceland
EPI_ISL_639133,Wales
EPI_ISL_632757,Europe / Netherlands
EPI_ISL_653054,Scotland
EPI_ISL_721738,Europe / Switzerland
EPI_ISL_1498212,Europe / Netherlands
EPI_ISL_2756719,Europe / France
EPI_ISL_639016,Wales
EPI_ISL_744757,Europe / Luxembourg
EPI_ISL_830569,Europe / Iceland
EPI_ISL_827119,Europe / Iceland
EPI_ISL_826888,Europe / Iceland
EPI_ISL_3356303,Europe / Belgium
EPI_ISL_827629,Europe / Iceland
EPI_ISL_1015192,Europe / France
EPI_ISL_830303,Europe / Iceland
EPI_ISL_639303,Wales
EPI_ISL_828169,Europe / Iceland
EPI_ISL_1055146,Republic of Ireland
EPI_ISL_639611,Wales
EPI_ISL_639517,Wales
EPI_ISL_639047,Wales
EPI_ISL_740247,Europe / Luxembourg
EPI_ISL_722875,Europe / Italy
EPI_ISL_706667,Wales
EPI_ISL_666220,Wales
EPI_ISL_666329,Wales
EPI_ISL_7671788,Europe / Italy
EPI_ISL_666277,Wales
EPI_ISL_708099,Europe / Norway
EPI_ISL_666286,Wales
EPI_ISL_706668,Wales
EPI_ISL_706672,Wales
EPI_ISL_666161,Wales
EPI_ISL_706673,Wales
EPI_ISL_706671,Wales
EPI_ISL_639106,Wales
EPI_ISL_721939,Europe / Switzerland
EPI_ISL_1648040,Europe / Germany
EPI_ISL_708161,Europe / Norway
EPI_ISL_900573,Europe / France
EPI_ISL_706666,Wales
EPI_ISL_706472,Wales
EPI_ISL_639215,Wales
EPI_ISL_639420,Wales
EPI_ISL_639096,Wales
EPI_ISL_680507,Scotland
EPI_ISL_1751697,Europe / Germany
EPI_ISL_680620,Wales
EPI_ISL_680621,Wales
EPI_ISL_706674,Wales
EPI_ISL_666252,Wales
EPI_ISL_666151,Wales
EPI_ISL_639078,Wales
EPI_ISL_639139,Wales
EPI_ISL_2333158,Europe / Norway
EPI_ISL_2642867,Europe / Estonia
EPI_ISL_2627476,Europe / Spain
EPI_ISL_652574,Wales
EPI_ISL_827579,Europe / Iceland
EPI_ISL_652455,Wales
EPI_ISL_828433,Europe / Iceland
EPI_ISL_1055116,Republic of Ireland
EPI_ISL_639346,Wales
EPI_ISL_639111,Wales
EPI_ISL_1055140,Republic of Ireland
EPI_ISL_652432,Wales
EPI_ISL_666226,Wales
EPI_ISL_1055127,Republic of Ireland
EPI_ISL_732805,Europe / Spain
EPI_ISL_814681,Scotland
EPI_ISL_671838,Europe / Spain
EPI_ISL_706670,Wales
EPI_ISL_827971,Europe / Iceland
EPI_ISL_827976,Europe / Iceland
EPI_ISL_665653,Wales
EPI_ISL_666120,Wales
EPI_ISL_1311484,Europe / Netherlands
EPI_ISL_652474,Wales
EPI_ISL_3055103,Europe / France
EPI_ISL_827972,Europe / Iceland
EPI_ISL_666131,Wales
EPI_ISL_871972,Europe / Spain
EPI_ISL_666113,Wales
EPI_ISL_2333156,Europe / Norway
EPI_ISL_827978,Europe / Iceland
EPI_ISL_827975,Europe / Iceland
EPI_ISL_1498210,Europe / Netherlands
EPI_ISL_827860,Europe / Iceland
EPI_ISL_827620,Europe / Iceland
EPI_ISL_639392,Wales
EPI_ISL_804534,Europe / France
EPI_ISL_649669,Scotland
EPI_ISL_651882,Scotland
EPI_ISL_711049,Wales
EPI_ISL_828922,Europe / Iceland
EPI_ISL_652466,Wales
EPI_ISL_649661,Scotland
EPI_ISL_7671842,Europe / Italy
EPI_ISL_639409,Wales
EPI_ISL_652470,Wales
EPI_ISL_639393,Wales
EPI_ISL_639248,Wales
EPI_ISL_639600,Wales
EPI_ISL_830360,Europe / Iceland
EPI_ISL_639465,Wales
EPI_ISL_639472,Wales
EPI_ISL_639289,Wales
EPI_ISL_639167,Wales
EPI_ISL_639488,Wales
EPI_ISL_739765,Europe / Luxembourg
EPI_ISL_827046,Europe / Iceland
EPI_ISL_639353,Wales
EPI_ISL_652018,Scotland
EPI_ISL_639250,Wales
EPI_ISL_639356,Wales
EPI_ISL_828921,Europe / Iceland
EPI_ISL_830143,Europe / Iceland
EPI_ISL_639371,Wales
EPI_ISL_827601,Europe / Iceland
EPI_ISL_1159173,Europe / Spain
EPI_ISL_1159174,Europe / Spain
EPI_ISL_2408422,Europe / Switzerland
EPI_ISL_639375,Wales
EPI_ISL_827647,Europe / Iceland
EPI_ISL_828436,Europe / Iceland
EPI_ISL_710836,Wales
EPI_ISL_11207330,Europe / Belgium
EPI_ISL_639347,Wales
EPI_ISL_652481,Wales
EPI_ISL_639182,Wales
EPI_ISL_639385,Wales
EPI_ISL_828434,Europe / Iceland
EPI_ISL_2227936,Europe / Spain
EPI_ISL_639263,Wales
EPI_ISL_652487,Wales
EPI_ISL_831114,Europe / Spain
EPI_ISL_651844,Scotland
EPI_ISL_828427,Europe / Iceland
EPI_ISL_740168,Europe / Luxembourg
EPI_ISL_828428,Europe / Iceland
EPI_ISL_639221,Wales
EPI_ISL_2596382,Europe / France
EPI_ISL_652013,Scotland
EPI_ISL_639164,Wales
EPI_ISL_652462,Wales
EPI_ISL_639255,Wales
EPI_ISL_648160,Europe / Sweden
EPI_ISL_639216,Wales
EPI_ISL_639311,Wales
EPI_ISL_2756953,Europe / France
EPI_ISL_652507,Wales
EPI_ISL_639290,Wales
EPI_ISL_651108,Wales
EPI_ISL_652020,Scotland
EPI_ISL_722562,Europe / Netherlands
EPI_ISL_651849,Scotland
EPI_ISL_639608,Wales
EPI_ISL_639524,Wales
EPI_ISL_652571,Wales
EPI_ISL_639331,Wales
EPI_ISL_651841,Scotland
EPI_ISL_639272,Wales
EPI_ISL_931282,Europe / Switzerland
EPI_ISL_639394,Wales
EPI_ISL_931283,Europe / Switzerland
EPI_ISL_652016,Scotland
EPI_ISL_651843,Scotland
EPI_ISL_828171,Europe / Iceland
EPI_ISL_831113,Europe / Spain
EPI_ISL_639301,Wales
EPI_ISL_828168,Europe / Iceland
EPI_ISL_828919,Europe / Iceland
EPI_ISL_651842,Scotland
EPI_ISL_828925,Europe / Iceland
EPI_ISL_639466,Wales
EPI_ISL_639493,Wales
EPI_ISL_639284,Wales
EPI_ISL_639376,Wales
EPI_ISL_830354,Europe / Iceland
EPI_ISL_639270,Wales
EPI_ISL_639274,Wales
EPI_ISL_639604,Wales
EPI_ISL_632813,Europe / Gibraltar
EPI_ISL_639156,Wales
EPI_ISL_632818,Europe / Gibraltar
EPI_ISL_639092,Wales
EPI_ISL_639372,Wales
EPI_ISL_632803,Europe / Gibraltar
EPI_ISL_632819,Europe / Gibraltar
EPI_ISL_652592,Wales
EPI_ISL_5314816,Europe / France
EPI_ISL_632797,Europe / Gibraltar
EPI_ISL_639412,Wales
EPI_ISL_827112,Europe / Iceland
EPI_ISL_666210,Wales
EPI_ISL_828068,Europe / Iceland
EPI_ISL_632805,Europe / Gibraltar
EPI_ISL_639378,Wales
EPI_ISL_639243,Wales
EPI_ISL_639377,Wales
EPI_ISL_622832,Oceania / New Zealand
EPI_ISL_2756957,Europe / France
EPI_ISL_639276,Wales
EPI_ISL_632804,Europe / Gibraltar
EPI_ISL_780414,Europe / Spain
EPI_ISL_706471,Wales
EPI_ISL_615039,Europe / Gibraltar
EPI_ISL_780021,Europe / Spain
EPI_ISL_639302,Wales
EPI_ISL_7210738,Europe / Cyprus
EPI_ISL_827108,Europe / Iceland
EPI_ISL_827111,Europe / Iceland
EPI_ISL_2756966,Europe / France
EPI_ISL_7210734,Europe / Cyprus
EPI_ISL_615002,Europe / Gibraltar
EPI_ISL_7210735,Europe / Cyprus
EPI_ISL_639324,Wales
EPI_ISL_827698,Europe / Iceland
EPI_ISL_639317,Wales
EPI_ISL_722566,Europe / Netherlands
EPI_ISL_763329,Europe / Italy
EPI_ISL_615014,Europe / Gibraltar
EPI_ISL_615021,Europe / Gibraltar
EPI_ISL_722563,Europe / Netherlands
EPI_ISL_615019,Europe / Gibraltar
EPI_ISL_615024,Europe / Gibraltar
EPI_ISL_615034,Europe / Gibraltar
EPI_ISL_5914576,Europe / France
EPI_ISL_763330,Europe / Italy
EPI_ISL_626639,Asia / Singapore
EPI_ISL_639062,Wales
EPI_ISL_652064,Scotland
EPI_ISL_639055,Wales
EPI_ISL_639313,Wales
EPI_ISL_615000,Europe / Gibraltar
EPI_ISL_639318,Wales
EPI_ISL_615001,Europe / Gibraltar
EPI_ISL_639400,Wales
EPI_ISL_652553,Wales
EPI_ISL_830533,Europe / Iceland
EPI_ISL_830397,Europe / Iceland
EPI_ISL_827389,Europe / Iceland
EPI_ISL_1751703,Europe / Germany
EPI_ISL_639520,Wales
EPI_ISL_639190,Wales
EPI_ISL_639387,Wales
EPI_ISL_651848,Scotland
EPI_ISL_652512,Wales
EPI_ISL_825346,Europe / Spain
EPI_ISL_2627473,Europe / Spain
EPI_ISL_825345,Europe / Spain
EPI_ISL_632815,Europe / Gibraltar
EPI_ISL_1916155,Europe / Spain
EPI_ISL_639338,Wales
EPI_ISL_639256,Wales
EPI_ISL_632812,Europe / Gibraltar
EPI_ISL_632806,Europe / Gibraltar
EPI_ISL_652608,Wales
EPI_ISL_639585,Wales
EPI_ISL_652522,Wales
EPI_ISL_722564,Europe / Netherlands
EPI_ISL_8525900,Africa / Senegal
EPI_ISL_5314818,Europe / France
EPI_ISL_827387,Europe / Iceland
EPI_ISL_639559,Wales
EPI_ISL_722565,Europe / Netherlands
EPI_ISL_639196,Wales
EPI_ISL_639218,Wales
EPI_ISL_639577,Wales
EPI_ISL_639386,Wales
EPI_ISL_827118,Europe / Iceland
EPI_ISL_666322,Wales
EPI_ISL_652523,Wales
EPI_ISL_7210739,Europe / Cyprus
EPI_ISL_854039,Europe / Austria
EPI_ISL_830144,Europe / Iceland
EPI_ISL_614985,Europe / Gibraltar
EPI_ISL_666592,Wales
EPI_ISL_829868,Europe / Iceland
EPI_ISL_829865,Europe / Iceland
EPI_ISL_639294,Wales
EPI_ISL_639401,Wales
EPI_ISL_639179,Wales
EPI_ISL_639555,Wales
EPI_ISL_827702,Europe / Iceland
EPI_ISL_744911,Europe / Luxembourg
EPI_ISL_639198,Wales
EPI_ISL_1161069,Europe / Germany
EPI_ISL_652580,Wales
EPI_ISL_648159,Europe / Sweden
EPI_ISL_648129,Europe / Sweden
EPI_ISL_860772,Europe / Switzerland
EPI_ISL_827994,Europe / Iceland
EPI_ISL_639292,Wales
EPI_ISL_680522,Scotland
EPI_ISL_11207333,Europe / Belgium
EPI_ISL_652021,Scotland
EPI_ISL_882738,Europe / Italy
EPI_ISL_7672340,Europe / Italy
EPI_ISL_1498227,Europe / Netherlands
EPI_ISL_666224,Wales
EPI_ISL_652607,Wales
EPI_ISL_652594,Wales
EPI_ISL_652596,Wales
EPI_ISL_652613,Wales
EPI_ISL_652591,Wales
EPI_ISL_666222,Wales
EPI_ISL_7672341,Europe / Italy
EPI_ISL_7671877,Europe / Italy
EPI_ISL_666315,Wales
EPI_ISL_666305,Wales
EPI_ISL_666182,Wales
EPI_ISL_666276,Wales
EPI_ISL_666144,Wales
EPI_ISL_666258,Wales
EPI_ISL_666245,Wales
EPI_ISL_827700,Europe / Iceland
EPI_ISL_639131,Wales
EPI_ISL_721755,Europe / Switzerland
EPI_ISL_639026,Wales
EPI_ISL_861855,Europe / Spain
EPI_ISL_830146,Europe / Iceland
EPI_ISL_639315,Wales
EPI_ISL_639314,Wales
EPI_ISL_2627474,Europe / Spain
EPI_ISL_639316,Wales
EPI_ISL_931302,Europe / Switzerland
EPI_ISL_639029,Wales
EPI_ISL_931304,Europe / Switzerland
EPI_ISL_828000,Europe / Iceland
EPI_ISL_615061,Europe / Gibraltar
EPI_ISL_828437,Europe / Iceland
EPI_ISL_744992,Europe / Luxembourg
EPI_ISL_828565,Europe / Iceland
EPI_ISL_828023,Europe / Iceland
EPI_ISL_1296366,Europe / France
EPI_ISL_615033,Europe / Gibraltar
EPI_ISL_614998,Europe / Gibraltar
EPI_ISL_2333563,Europe / Norway
EPI_ISL_639109,Wales
EPI_ISL_744459,Europe / Luxembourg
EPI_ISL_829722,Europe / Iceland
EPI_ISL_639208,Wales
EPI_ISL_639439,Wales
EPI_ISL_2627472,Europe / Spain
EPI_ISL_2627471,Europe / Spain
EPI_ISL_1495825,Europe / Austria
EPI_ISL_639341,Wales
EPI_ISL_653058,Wales
EPI_ISL_639383,Wales
EPI_ISL_739748,Europe / Luxembourg
EPI_ISL_639355,Wales
EPI_ISL_639300,Wales
EPI_ISL_2312505,Europe / Greece
EPI_ISL_2312504,Europe / Greece
EPI_ISL_740154,Europe / Luxembourg
EPI_ISL_639329,Wales
EPI_ISL_639202,Wales
EPI_ISL_639246,Wales
EPI_ISL_1498229,Europe / Netherlands
EPI_ISL_1498228,Europe / Netherlands
EPI_ISL_639368,Wales
